"ACTION","REWARD","A0","A1","A2","V"
"2","-0.0001","-0.00108286","-0.0140649","0.015138","-0.0659657"
"2","-0.0002","-0.00909001","0.00561136","-0.0149631","-0.105924"
"1","-0.00030000000000000003","-0.0169947","0.0245032","-0.0365518","-0.0645651"
"1","-0.0004","-0.0225398","0.0116091","-0.0283173","-0.107017"
"1","-0.0005","-0.0143328","-0.00228122","-0.0354649","-0.110732"
"1","-0.0006000000000000001","-0.0080643","-0.00918823","-0.0327521","-0.117927"
"1","-0.0007000000000000001","-0.00725021","-0.0116586","-0.0271344","-0.139701"
"0","-0.0008000000000000001","-0.0033905","-0.0125339","-0.0203377","-0.145927"
"0","-0.0009000000000000002","0.00167981","-0.00988622","-0.0167079","-0.128492"
"2","-0.0010000000000000002","-0.00277985","-0.00523851","-0.0109316","-0.141649"
"1","-0.0011000000000000003","-0.0014687","-0.00392341","-0.0132644","-0.125059"
"0","-0.0012000000000000003","-0.00449753","-0.00363056","-0.010451","-0.123365"
"1","-0.0013000000000000004","-0.00383276","-0.00812099","-0.00915598","-0.129328"
"2","-0.0014000000000000004","-0.00394392","-0.00655451","-0.0114687","-0.122842"
"0","-0.0015000000000000005","-0.00525681","-0.00647597","-0.0101375","-0.125508"
"1","-0.0016000000000000005","-0.0049813","-0.00633171","-0.0107654","-0.125563"
"0","-0.0017000000000000006","-0.00531457","-0.0050294","-0.0112232","-0.122172"
"2","-0.0018000000000000006","-0.00549579","-0.00555523","-0.0104195","-0.124172"
"2","-0.0019000000000000006","-0.00511632","-0.00566499","-0.0108951","-0.12319"
"2","-0.0020000000000000005","-0.00540339","-0.00550282","-0.0107646","-0.122805"
"1","-0.0021000000000000003","-0.0053711","-0.00584017","-0.0106551","-0.123878"
"1","-0.0022","-0.00537936","-0.00558608","-0.0109612","-0.123136"
"2","-0.0023","-0.0055133","-0.00550683","-0.0108574","-0.123321"
"1","-0.0024","-0.00545966","-0.00557508","-0.010878","-0.123448"
"0","-0.0024999999999999996","-0.00544154","-0.00548101","-0.0109563","-0.123091"
"1","-0.0025999999999999994","-0.00545856","-0.00555833","-0.0108677","-0.123325"
"1","-0.0026999999999999993","-0.00541193","-0.00559099","-0.0109181","-0.123281"
"2","-0.002799999999999999","-0.00543946","-0.00555441","-0.0109262","-0.123222"
"1","-0.002899999999999999","-0.00544858","-0.00558295","-0.0109077","-0.123334"
"1","-0.0029999999999999988","-0.00543799","-0.00557405","-0.0109411","-0.123129"
"1","-0.0030999999999999986","-0.00538511","-0.00541905","-0.0111261","-0.124096"
"0","-0.0031999999999999984","-0.00544819","-0.00516104","-0.0113402","-0.123564"
"2","-0.0032999999999999982","-0.0055793","-0.00489177","-0.0112995","-0.123631"
"1","-0.003399999999999998","-0.00542226","-0.00516375","-0.0111103","-0.123532"
"2","-0.003499999999999998","-0.00532189","-0.00517066","-0.0111057","-0.123541"
"0","-0.0035999999999999977","-0.00530562","-0.00515613","-0.0110544","-0.123699"
"0","-0.0036999999999999976","-0.00524024","-0.00512309","-0.0111632","-0.123659"
"0","-0.0037999999999999974","-0.00537964","-0.00495857","-0.0112151","-0.123625"
"1","-0.0038999999999999972","-0.00537526","-0.00503142","-0.0112132","-0.123669"
