"ACTION","REWARD","A0","A1","A2","V"
"2","-0.0001","-0.0229256","-0.0269925","0.0488784","-0.126963"
"1","-0.0002","0.0309724","-0.0109912","-0.0251622","-0.0822752"
"1","-0.00030000000000000003","0.00433051","0.00465214","0.00101724","-0.0848215"
"0","-0.0004","0.0167556","-0.00479995","0.00562663","-0.154926"
"0","-0.0005","0.00840736","-0.00304148","0.0109002","-0.159287"
"0","-0.0006000000000000001","0.0125696","-0.00303326","0.0116484","-0.182326"
"1","-0.0007000000000000001","0.0112295","-0.00438663","0.0142904","-0.185134"
"1","-0.0008000000000000001","-0.00460779","-0.00134395","0.0320708","-0.20101"
"0","-0.0009000000000000002","0.00543618","0.000144667","0.023702","-0.193717"
"0","-0.0010000000000000002","-0.00213953","0.00533753","0.0225855","-0.173179"
"1","-0.0011000000000000003","0.00538706","-0.000720395","0.0193932","-0.161637"
"1","-0.0012000000000000003","0.00116047","0.000904529","0.0225291","-0.162789"
"0","-0.0013000000000000004","0.00124755","0.000287643","0.0223607","-0.165891"
"0","-0.0014000000000000004","0.000472904","-0.000373463","0.022498","-0.163812"
"1","-0.0015000000000000005","0.000980276","-0.000870928","0.0216905","-0.163175"
"2","-0.0016000000000000005","0.000452854","-0.000697679","0.0214847","-0.162995"
"2","-0.0017000000000000006","0.000218851","-0.000748758","0.0211862","-0.162944"
"0","-0.0018000000000000006","-4.59873e-05","-0.000849634","0.0211473","-0.16264"
"1","-0.0019000000000000006","5.62218e-05","-0.000902968","0.0211072","-0.162607"
"0","-0.0020000000000000005","0.000111612","-0.000840432","0.0211516","-0.16254"
"1","-0.0021000000000000003","0.000148234","-0.000755602","0.0211071","-0.16247"
"1","-0.0022","0.000175629","-0.000855568","0.0211638","-0.162505"
"0","-0.0023","0.000165106","-0.000834803","0.0211343","-0.162628"
"2","-0.0024","0.000152514","-0.000811219","0.0211213","-0.162602"
"0","-0.0024999999999999996","0.000168553","-0.000802334","0.0211122","-0.162591"
"1","-0.0025999999999999994","0.000176194","-0.000793707","0.021114","-0.162566"
"1","-0.0026999999999999993","0.00018024","-0.000790747","0.0211217","-0.162577"
"0","-0.002799999999999999","0.000179695","-0.000788077","0.0211287","-0.162589"
"1","-0.002899999999999999","0.000183679","-0.000786081","0.0211308","-0.162591"
"0","-0.0029999999999999988","0.000187394","-0.000782392","0.021132","-0.162594"
"0","-0.0030999999999999986","0.000845073","0.00109754","0.0187179","-0.163318"
"0","-0.0031999999999999984","-7.43354e-05","-0.000153407","0.0201024","-0.163319"
"0","-0.0032999999999999982","0.000489246","-0.000216325","0.0191289","-0.164831"
"0","-0.003399999999999998","-2.22316e-05","3.4132e-05","0.0192947","-0.164406"
"0","-0.003499999999999998","0.000161219","-2.57334e-05","0.0190675","-0.164872"
"2","-0.0035999999999999977","5.46668e-05","-0.000113938","0.0191667","-0.164297"
"2","-0.0036999999999999976","0.000168146","-5.66049e-05","0.0191202","-0.164289"
"0","-0.0037999999999999974","0.000443836","-0.000729664","0.0195732","-0.164194"
"0","-0.0038999999999999972","-0.0016017","0.000990861","0.0201179","-0.16655"
"2","-0.0039999999999999975","-0.000361076","-8.76877e-05","0.0195664","-0.163311"
"0","-0.004099999999999998","-0.000515215","0.000842726","0.0194567","-0.163106"
"0","-0.004199999999999998","-0.000459819","0.000370203","0.0198079","-0.164492"
"0","-0.004299999999999998","-0.000379854","0.000411141","0.0194529","-0.163971"
"0","-0.0043999999999999985","-0.000330793","0.000295389","0.0195166","-0.163893"
"1","-0.004499999999999999","-0.00038528","0.000295845","0.01949","-0.164181"
"2","-0.004599999999999999","-0.000310163","0.000278917","0.0193213","-0.164145"
"0","-0.004699999999999999","2.33897e-05","0.00208567","0.0169621","-0.165595"
"2","-0.0048","-0.000434368","0.000714369","0.0179471","-0.164135"
"0","-0.0049","0.000188857","0.000469161","0.01748","-0.166538"
"1","-0.005","-7.72455e-05","-0.00239194","0.0209597","-0.16442"
"1","-0.0051","6.97551e-05","-0.000274117","0.0199917","-0.166826"
"2","-0.005200000000000001","-0.00059626","0.00357092","0.0167949","-0.165143"
"0","-0.005300000000000001","-0.00034557","-0.000705025","0.0192673","-0.162892"
"0","-0.005400000000000001","0.000837296","0.00108402","0.0170358","-0.165897"
"0","-0.005500000000000001","-0.000786985","0.00109936","0.0184262","-0.165356"
"2","-0.005600000000000002","0.000185406","0.000509939","0.0177131","-0.166536"
"1","-0.005700000000000002","-0.000149468","0.000754325","0.0178034","-0.16539"
"1","-0.005800000000000002","0.000145159","-0.00266936","0.0212046","-0.164197"
"1","-0.0059000000000000025","-0.000163331","0.0023678","0.0173791","-0.168392"
"0","-0.006000000000000003","-0.00084209","0.000809113","0.0187095","-0.162954"
"2","-0.006100000000000003","0.00234727","0.00093649","0.0149876","-0.166781"
"0","-0.006200000000000003","-0.00364717","-0.00366642","0.0235087","-0.163892"
"1","-0.0063000000000000035","0.000786216","-0.000375417","0.0168034","-0.170652"
"2","-0.006400000000000004","-0.00281536","0.00087978","0.01911","-0.164798"
"0","-0.006500000000000004","0.0046838","0.000680466","0.0127233","-0.162725"
"0","-0.006600000000000004","-0.00616775","-0.00176982","0.0248047","-0.163717"
"1","-0.0067000000000000046","0.00112477","-0.00170698","0.0170008","-0.172532"
"0","-0.006800000000000005","-0.00301328","0.00037885","0.0190802","-0.163692"
"2","-0.006900000000000005","0.00468258","0.000606849","0.0125516","-0.164018"
"2","-0.007000000000000005","-0.00133781","-0.000802884","0.019573","-0.16012"
"2","-0.007100000000000006","-0.000938823","-0.00101531","0.0190649","-0.170583"
"2","-0.007200000000000006","-0.00081051","4.02797e-06","0.0173805","-0.168681"
"2","-0.007300000000000006","0.000288945","-0.00260005","0.020301","-0.164269"
"0","-0.007400000000000006","-0.000841139","0.00115448","0.0190582","-0.165963"
"2","-0.007500000000000007","-0.000909723","0.000276707","0.0195557","-0.162973"
"0","-0.007600000000000007","0.00330807","-0.000864071","0.0158271","-0.164808"
"1","-0.007700000000000007","-0.00146697","-0.00159695","0.0204775","-0.16047"
