"ACTION","REWARD","A0","A1","A2","V"
"1","-0.0001","0.0198248","-0.0992293","0.0570826","-0.240335"
"2","-0.0002","-0.0335997","0.0143871","0.00329703","-0.13634"
"1","-0.00030000000000000003","0.00302435","-0.0599598","0.0295643","-0.230311"
"0","-0.0004","-0.0299","-0.0126153","0.0154273","-0.209719"
"2","-0.0005","-0.00857646","-0.0433324","0.0186719","-0.236472"
"2","-0.0006000000000000001","-0.0250931","-0.0222036","0.014379","-0.243325"
"0","-0.0007000000000000001","-0.0133585","-0.0367241","0.0142781","-0.243562"
"2","-0.0008000000000000001","-0.0212642","-0.0247188","0.0117289","-0.25712"
"2","-0.0009000000000000002","-0.019291","-0.0277284","0.0108941","-0.246083"
"1","-0.0010000000000000002","-0.019389","-0.0260988","0.00981977","-0.257667"
"2","-0.0011000000000000003","-0.0212029","-0.0255971","0.00990739","-0.249379"
"0","-0.0012000000000000003","-0.0190386","-0.0267569","0.0089774","-0.256379"
"0","-0.0013000000000000004","-0.0215514","-0.0252857","0.00939184","-0.252114"
"1","-0.0014000000000000004","-0.0194406","-0.0267625","0.00867307","-0.25502"
"1","-0.0015000000000000005","-0.0213014","-0.025613","0.00909895","-0.253737"
"2","-0.0016000000000000005","-0.0200169","-0.0265675","0.00861337","-0.254294"
"1","-0.0017000000000000006","-0.0210351","-0.0259409","0.00886934","-0.254428"
"2","-0.0018000000000000006","-0.020502","-0.0263777","0.00860003","-0.254029"
"2","-0.0019000000000000006","-0.0209083","-0.0261583","0.00869969","-0.254562"
"1","-0.0020000000000000005","-0.0208478","-0.0263025","0.00860014","-0.254046"
"2","-0.0021000000000000003","-0.0209325","-0.0262798","0.0085768","-0.254444"
"1","-0.0022","-0.0210333","-0.0262929","0.00855708","-0.254054"
"0","-0.0023","-0.0210002","-0.0263659","0.00852273","-0.254298"
"2","-0.0024","-0.0211278","-0.0263358","0.00852764","-0.254088"
"2","-0.0024999999999999996","-0.0210786","-0.0264143","0.00849486","-0.254186"
"1","-0.0025999999999999994","-0.0211764","-0.0263885","0.00850385","-0.254106"
"0","-0.0026999999999999993","-0.0211466","-0.0264443","0.00847976","-0.254119"
"0","-0.002799999999999999","-0.0212054","-0.026434","0.00848495","-0.254105"
"1","-0.002899999999999999","-0.0211972","-0.0264659","0.00847024","-0.254083"
"1","-0.0029999999999999988","-0.0212264","-0.0264677","0.00847116","-0.254093"
"2","-0.0030999999999999986","-0.0212099","-0.0265353","0.00848638","-0.254106"
"2","-0.0031999999999999984","-0.021255","-0.0263693","0.00840171","-0.254021"
"1","-0.0032999999999999982","-0.0212068","-0.0266274","0.00853104","-0.254107"
"2","-0.003399999999999998","-0.0212567","-0.0264476","0.00842113","-0.254096"
"1","-0.003499999999999998","-0.0212559","-0.0265387","0.00847557","-0.254041"
"1","-0.0035999999999999977","-0.0212969","-0.0264117","0.00844747","-0.253971"
"1","-0.0036999999999999976","-0.0212075","-0.0266265","0.00850391","-0.254128"
"2","-0.0037999999999999974","-0.0213257","-0.0263624","0.00839163","-0.254"
"1","-0.0038999999999999972","-0.0212466","-0.02657","0.00846934","-0.254014"
"0","-0.0039999999999999975","-0.0212895","-0.0264732","0.00842226","-0.254065"
"0","-0.004099999999999998","-0.0212929","-0.0265743","0.00850141","-0.254049"
"2","-0.004199999999999998","-0.0212898","-0.0264693","0.00842927","-0.254071"
"0","-0.004299999999999998","-0.0213081","-0.0265055","0.00847377","-0.254017"
"0","-0.0043999999999999985","-0.0212728","-0.0264463","0.00838909","-0.254005"
"0","-0.004499999999999999","-0.0212966","-0.0265335","0.00845985","-0.254014"
"0","-0.004599999999999999","-0.0212562","-0.0265068","0.00840768","-0.254021"
"0","-0.004699999999999999","-0.0213949","-0.0264813","0.00854852","-0.254098"
"1","-0.0048","-0.0212959","-0.0264357","0.00846237","-0.253926"
"0","-0.0049","-0.0213251","-0.0264935","0.00856493","-0.254073"
"2","-0.005","-0.0213044","-0.026415","0.0083961","-0.254183"
"2","-0.0051","-0.0213445","-0.0266117","0.00853173","-0.253994"
"0","-0.005200000000000001","-0.0213426","-0.0265802","0.00856039","-0.254072"
"0","-0.005300000000000001","-0.0214189","-0.0264683","0.00853296","-0.253958"
"0","-0.005400000000000001","-0.021382","-0.0265418","0.00854267","-0.253987"
"1","-0.005500000000000001","-0.0214169","-0.0265196","0.00853638","-0.254012"
"0","-0.005600000000000002","-0.0214078","-0.0265377","0.00852694","-0.254004"
"2","-0.005700000000000002","-0.0213676","-0.026579","0.00855356","-0.254092"
"0","-0.005800000000000002","-0.0213886","-0.026491","0.00853949","-0.254052"
"2","-0.0059000000000000025","-0.0214156","-0.0264502","0.00852681","-0.253967"
"0","-0.006000000000000003","-0.0213981","-0.0265222","0.00854671","-0.25399"
"1","-0.006100000000000003","-0.0214658","-0.0260182","0.00812091","-0.254107"
"1","-0.006200000000000003","-0.021455","-0.0269149","0.00871025","-0.254168"
"0","-0.0063000000000000035","-0.0213898","-0.026518","0.00840014","-0.254139"
"1","-0.006400000000000004","-0.021375","-0.0267021","0.008501","-0.253973"
"1","-0.006500000000000004","-0.0213547","-0.0266676","0.00845346","-0.25423"
"2","-0.006600000000000004","-0.0214241","-0.0265269","0.00835102","-0.254286"
"1","-0.0067000000000000046","-0.0214222","-0.0265116","0.0083246","-0.25406"
"2","-0.006800000000000005","-0.0211915","-0.0265101","0.00822849","-0.253975"
"2","-0.006900000000000005","-0.0212838","-0.02656","0.00841068","-0.254191"
"1","-0.007000000000000005","-0.0214059","-0.0265719","0.00846213","-0.254277"
"0","-0.007100000000000006","-0.0213639","-0.0265763","0.00844176","-0.253783"
"1","-0.007200000000000006","-0.0213182","-0.0266014","0.00840366","-0.254549"
"0","-0.007300000000000006","-0.0214784","-0.0264036","0.00833604","-0.253836"
"1","-0.007400000000000006","-0.0210888","-0.0265586","0.00823566","-0.254076"
"1","-0.007500000000000007","-0.0213288","-0.0264881","0.00842996","-0.254107"
"1","-0.007600000000000007","-0.021327","-0.0267569","0.0085915","-0.253924"
"0","-0.007700000000000007","-0.0214235","-0.0265765","0.00847701","-0.254769"
"0","-0.0078000000000000074","-0.0216071","-0.0263005","0.00845912","-0.253769"
"1","-0.007900000000000008","-0.0212791","-0.0265879","0.00850228","-0.254291"
"0","-0.008000000000000007","-0.021469","-0.0264907","0.00860308","-0.254073"
"2","-0.008100000000000007","-0.0209903","-0.0268963","0.00847436","-0.253957"
"0","-0.008200000000000006","-0.0215675","-0.0265044","0.00871333","-0.254894"
"1","-0.008300000000000005","-0.0213492","-0.0263317","0.00838326","-0.253649"
"0","-0.008400000000000005","-0.0213228","-0.0266157","0.00865684","-0.254594"
"1","-0.008500000000000004","-0.0211735","-0.0266486","0.00846328","-0.253606"
"0","-0.008600000000000003","-0.0211811","-0.0268514","0.00863995","-0.254747"
"2","-0.008700000000000003","-0.021519","-0.0263395","0.00840823","-0.254257"
"1","-0.008800000000000002","-0.021248","-0.0265886","0.00839247","-0.253836"
"0","-0.008900000000000002","-0.0213278","-0.0267513","0.00859559","-0.254399"
"0","-0.009000000000000001","-0.0214802","-0.0264329","0.00839515","-0.254382"
"2","-0.0091","-0.0214901","-0.0264037","0.00833605","-0.254078"
"2","-0.0092","-0.0215253","-0.0264864","0.00844084","-0.254206"
"1","-0.0093","-0.0213296","-0.0266284","0.00836539","-0.253801"
"0","-0.009399999999999999","-0.0215483","-0.0264791","0.00860685","-0.254855"
"1","-0.009499999999999998","-0.0213393","-0.0262112","0.00814085","-0.253133"
"1","-0.009599999999999997","-0.0212187","-0.0269082","0.00855969","-0.255055"
"2","-0.009699999999999997","-0.021606","-0.0262678","0.00822957","-0.25376"
"1","-0.009799999999999996","-0.0212423","-0.0267752","0.00846799","-0.254636"
"0","-0.009899999999999996","-0.0214837","-0.0263467","0.00822572","-0.253875"
"0","-0.009999999999999995","-0.0212615","-0.0269091","0.00857533","-0.254649"
"2","-0.010099999999999994","-0.021409","-0.0263111","0.00830757","-0.254012"
"1","-0.010199999999999994","-0.0211861","-0.0267793","0.0085605","-0.25439"
"0","-0.010299999999999993","-0.0212984","-0.0265322","0.0083318","-0.2542"
"2","-0.010399999999999993","-0.021286","-0.0268027","0.00859914","-0.254567"
"2","-0.010499999999999992","-0.021293","-0.026378","0.00834447","-0.254107"
"1","-0.010599999999999991","-0.0212154","-0.0267582","0.00845244","-0.254324"
"2","-0.01069999999999999","-0.0212589","-0.0267506","0.00844184","-0.254179"
"1","-0.01079999999999999","-0.021284","-0.0266824","0.00834605","-0.254664"
"0","-0.01089999999999999","-0.0214107","-0.0265566","0.00834002","-0.253909"
"2","-0.010999999999999989","-0.0211379","-0.0269733","0.00851968","-0.255073"
"2","-0.011099999999999988","-0.0215128","-0.0262328","0.00827941","-0.254115"
"2","-0.011199999999999988","-0.0214589","-0.0262856","0.00824315","-0.254016"
"0","-0.011299999999999987","-0.021276","-0.0268881","0.00864467","-0.254521"
"0","-0.011399999999999987","-0.0213438","-0.0268003","0.00850391","-0.254109"
"0","-0.011499999999999986","-0.0213855","-0.0268925","0.00853729","-0.254636"
"1","-0.011599999999999985","-0.021554","-0.026592","0.00836696","-0.254113"
"2","-0.011699999999999985","-0.0214755","-0.0267734","0.00840784","-0.254322"
"2","-0.011799999999999984","-0.0216389","-0.0261915","0.0082554","-0.254398"
"2","-0.011899999999999984","-0.0214087","-0.0269231","0.00851167","-0.253693"
"1","-0.011999999999999983","-0.0215696","-0.0265858","0.00843769","-0.254738"
"1","-0.012099999999999982","-0.0215943","-0.0264187","0.00839929","-0.253762"
"0","-0.012199999999999982","-0.0212427","-0.0270452","0.00850001","-0.254338"
"0","-0.012299999999999981","-0.0217801","-0.0264437","0.00835249","-0.254374"
"0","-0.01239999999999998","-0.0213431","-0.0268928","0.00824578","-0.253958"
"0","-0.01249999999999998","-0.0216463","-0.0266629","0.00829928","-0.254385"
"0","-0.01259999999999998","-0.0215595","-0.026799","0.00827121","-0.253983"
"2","-0.012699999999999979","-0.0215631","-0.0267903","0.0082693","-0.254365"
"2","-0.012799999999999978","-0.0216128","-0.0268688","0.00834792","-0.254051"
"0","-0.012899999999999977","-0.0215698","-0.0263999","0.00815643","-0.254742"
"1","-0.012999999999999977","-0.021537","-0.0264472","0.00821111","-0.253768"
"2","-0.013099999999999976","-0.0213381","-0.0266474","0.00828782","-0.254536"
"1","-0.013199999999999976","-0.0215125","-0.0265274","0.00832603","-0.254075"
"2","-0.013299999999999975","-0.0213164","-0.0266591","0.00828455","-0.254416"
"0","-0.013399999999999974","-0.0214808","-0.0265423","0.00831878","-0.254226"
"1","-0.013499999999999974","-0.0213473","-0.026638","0.00827624","-0.254317"
"2","-0.013599999999999973","-0.0214481","-0.0265703","0.00829779","-0.254287"
"2","-0.013699999999999973","-0.0214552","-0.0265476","0.00834646","-0.254287"
"2","-0.013799999999999972","-0.020962","-0.0267057","0.00802797","-0.253766"
"2","-0.013899999999999971","-0.0213786","-0.0273043","0.00885119","-0.25494"
"1","-0.01399999999999997","-0.0215539","-0.0259559","0.00807137","-0.254139"
"0","-0.01409999999999997","-0.0215887","-0.0266976","0.00871929","-0.254115"
"1","-0.01419999999999997","-0.0211258","-0.0265507","0.00831973","-0.25443"
"2","-0.014299999999999969","-0.0214579","-0.0265406","0.00864338","-0.254415"
"0","-0.014399999999999968","-0.0209679","-0.0270695","0.00847641","-0.254016"
"0","-0.014499999999999968","-0.0215669","-0.0262979","0.00852243","-0.255202"
"2","-0.014599999999999967","-0.0213239","-0.0263397","0.00835957","-0.253612"
"0","-0.014699999999999967","-0.0211926","-0.0265861","0.00857035","-0.25488"
"0","-0.014799999999999966","-0.0215024","-0.0264728","0.00866105","-0.253972"
"1","-0.014899999999999965","-0.0212054","-0.0266722","0.00857973","-0.254699"
"2","-0.014999999999999965","-0.0213901","-0.0263798","0.00852046","-0.254319"
"1","-0.015099999999999964","-0.0211876","-0.026557","0.00852145","-0.2545"
"2","-0.015199999999999964","-0.0214422","-0.0265227","0.00866257","-0.25438"
"2","0.09697","-0.0211734","-0.026493","0.00843922","-0.254451"
"2","0.0025300000000000036","-0.0228584","-0.023647","0.00666193","-0.250185"
"1","0.002540000000000003","-0.0218776","-0.0286703","0.00900415","-0.250333"
"2","0.0025500000000000037","-0.0185959","-0.033241","0.0103888","-0.260831"
"1","0.0025600000000000032","-0.0229556","-0.0249082","0.00798269","-0.254499"
"2","0.0025700000000000037","-0.019848","-0.0285422","0.00871159","-0.257026"
"2","0.0025800000000000033","-0.0222555","-0.0253097","0.00839885","-0.254534"
"0","0.0025900000000000038","-0.0203043","-0.0277327","0.00880975","-0.255774"
"1","0.0026000000000000034","-0.0218997","-0.0252098","0.00816411","-0.254657"
"0","0.002610000000000004","-0.020807","-0.0272524","0.00869735","-0.254089"
"1","0.0026200000000000034","-0.021445","-0.0263519","0.00847752","-0.254894"
