"ACTION","REWARD","A0","A1","A2","V"
"2","-0.0002","0.00172939","-0.0185359","0.0209186","0.0006953"
"2","-0.0004","0.00163174","-0.0229484","0.029077","-0.0530482"
"2","-0.0006000000000000001","-0.000622358","-0.00465046","0.00929652","-0.0328191"
"0","-0.0008","-0.0116035","-0.00807154","0.0191732","-0.0421373"
"0","-0.001","-0.00337771","-0.00890426","0.0148856","-0.0471281"
"2","-0.0012000000000000001","-0.00582698","-0.00534749","0.0133146","-0.0455682"
"0","-0.0014000000000000002","0.00587836","-0.0159607","0.019146","-0.0622433"
"0","-0.0016000000000000003","0.00117594","-0.00500412","0.011689","-0.0616363"
"0","-0.0018000000000000004","0.00204872","-0.0130392","0.0183003","-0.0651238"
"1","-0.0020000000000000005","0.00181826","-0.00808773","0.012396","-0.0717005"
"1","-0.0022000000000000006","0.00180908","-0.0106604","0.0144898","-0.0661039"
"1","-0.0024000000000000007","0.000889184","-0.00951811","0.0144377","-0.0754926"
"1","-0.0026000000000000007","0.00132738","-0.00861675","0.0132055","-0.0702409"
"0","-0.002800000000000001","0.000927669","-0.00983003","0.0150262","-0.0744479"
"0","-0.003000000000000001","0.00191472","-0.00967463","0.0143462","-0.074685"
"0","-0.003200000000000001","0.00159996","-0.00932633","0.0142766","-0.0746321"
"2","-0.003400000000000001","0.00199485","-0.0100774","0.0149389","-0.0758521"
"1","-0.003600000000000001","0.00208175","-0.00936591","0.0142091","-0.0755673"
"0","-0.0038000000000000013","0.00168546","-0.00966659","0.014602","-0.0753856"
"1","-0.004000000000000001","0.00216891","-0.00984448","0.0143645","-0.075377"
"2","-0.004200000000000001","0.00206087","-0.00991504","0.0145093","-0.0753634"
"1","-0.0044","0.00218667","-0.0100984","0.0146399","-0.0754611"
"0","-0.0046","0.0021721","-0.00997212","0.0144974","-0.0753696"
"0","-0.0048","0.00214118","-0.0100904","0.0146058","-0.0753599"
"2","-0.004999999999999999","0.00213624","-0.0100373","0.0145328","-0.0753622"
"2","-0.005199999999999999","0.0021055","-0.0100473","0.0145431","-0.0752466"
"2","-0.0053999999999999986","0.00210022","-0.0100739","0.0145688","-0.0752988"
"1","-0.005599999999999998","0.00209766","-0.0100506","0.0145379","-0.0752362"
"2","-0.005799999999999998","0.00208517","-0.0100726","0.0145633","-0.0752435"
"0","-0.0059999999999999975","0.00248094","-0.0102116","0.0146305","-0.075558"
"0","-0.006199999999999997","0.00213309","-0.00993271","0.0147176","-0.0760045"
"0","-0.006399999999999997","0.00426816","-0.00981786","0.0134813","-0.0761067"
"2","-0.0065999999999999965","0.00227411","-0.00886306","0.0143486","-0.0775842"
"2","-0.006799999999999996","0.00251169","-0.00946272","0.0147632","-0.075692"
"0","-0.006999999999999996","0.00269656","-0.00932948","0.0143701","-0.0779592"
"1","-0.0071999999999999955","0.00164935","-0.00863066","0.0135392","-0.0774941"
"1","-0.007399999999999995","0.00204179","-0.00930739","0.0135012","-0.0766942"
"0","-0.007599999999999995","0.00291109","-0.0099737","0.0141459","-0.0771318"
"2","-0.0077999999999999944","0.00295288","-0.00871145","0.0135544","-0.0781167"
"0","-0.007999999999999995","0.00286909","-0.0088416","0.0141584","-0.0764249"
"2","-0.008199999999999995","0.00274361","-0.00969553","0.0151447","-0.0773282"
"1","-0.008399999999999996","0.00328967","-0.00952614","0.0143862","-0.0782638"
"0","-0.008599999999999997","0.00178617","-0.00851215","0.013577","-0.0778241"
"2","-0.008799999999999997","0.00338085","-0.0102152","0.0143629","-0.0767856"
"0","-0.008999999999999998","0.00253998","-0.00900875","0.0140298","-0.0782779"
"1","-0.009199999999999998","0.00197666","-0.00890256","0.0137223","-0.0772044"
"2","-0.009399999999999999","0.000283438","-0.0107408","0.0182801","-0.0774327"
"2","-0.0096","0.00616323","-0.00936155","0.0123527","-0.0778323"
"1","-0.0098","0.000341685","-0.00827198","0.0147402","-0.0781656"
"2","-0.01","0.00489956","-0.0115514","0.016699","-0.077446"
"1","-0.0102","0.00104654","-0.00552468","0.0124694","-0.0785391"
"0","-0.010400000000000001","0.00464534","-0.0124735","0.0182654","-0.0765449"
"1","-0.010600000000000002","-0.00156575","-0.00395359","0.0143276","-0.080454"
"1","-0.010800000000000002","0.00301691","-0.0113274","0.0183095","-0.0731891"
"1","-0.011000000000000003","0.00358896","-0.0103503","0.0166469","-0.0815685"
"0","-0.011200000000000003","0.00298316","-0.0103145","0.0174412","-0.0774955"
"0","-0.011400000000000004","0.000530689","-0.00528643","0.0141194","-0.0797311"
"0","-0.011600000000000004","0.00172798","-0.00877123","0.0170464","-0.0740342"
"0","-0.011800000000000005","0.00193873","-0.00802422","0.0168139","-0.0787259"
"2","-0.012000000000000005","0.00258789","-0.00846186","0.0169727","-0.0761821"
"1","-0.012200000000000006","0.00222829","-0.00825543","0.0172188","-0.0779282"
"1","-0.012400000000000007","0.00460855","-0.0114462","0.0188729","-0.0770983"
"1","-0.012600000000000007","0.000618967","-0.00441731","0.0142746","-0.0806433"
"2","-0.012800000000000008","0.00662333","-0.0119315","0.0176746","-0.0728089"
"2","-0.013000000000000008","0.00334474","-0.00630854","0.0147729","-0.0813907"
"1","-0.013200000000000009","0.00385187","-0.0091568","0.0173155","-0.0753666"
"0","-0.013400000000000009","0.00276658","-0.00678257","0.0144045","-0.0788582"
"1","-0.01360000000000001","0.00411424","-0.0106328","0.0177809","-0.0779469"
"2","-0.01380000000000001","0.00369774","-0.0077937","0.0154003","-0.079704"
"2","-0.01400000000000001","0.00433702","-0.00869007","0.0156712","-0.0778868"
"2","-0.014200000000000011","0.00294406","-0.00865727","0.0170269","-0.0800645"
"0","-0.014400000000000012","0.00317007","-0.00712284","0.0137414","-0.0773019"
"2","-0.014600000000000012","0.00331352","-0.0104949","0.0168618","-0.0789331"
"2","-0.014800000000000013","0.00346564","-0.00847178","0.0146933","-0.0799323"
"1","-0.015000000000000013","0.00286963","-0.00941077","0.0149434","-0.078195"
"1","-0.015200000000000014","0.00244742","-0.00974244","0.0152245","-0.0804058"
"1","-0.015400000000000014","0.00256011","-0.00895003","0.0139407","-0.0781451"
"1","-0.015600000000000015","0.00245228","-0.00952636","0.015433","-0.0791544"
"1","-0.015800000000000015","0.00305832","-0.00811275","0.0134715","-0.0788702"
"1","-0.016000000000000014","0.00311222","-0.0105203","0.0173579","-0.0782335"
"1","-0.016200000000000013","0.00473257","-0.00842884","0.0136645","-0.0791245"
"1","-0.016400000000000012","0.00310431","-0.00918509","0.0141302","-0.0790849"
