"ACTION","REWARD","A0","A1","A2","V"
"0","-0.0001","0.0034948","-0.0269186","0.0227361","-0.131043"
"2","-0.0002","0.0046952","0.00489305","-0.00546582","-0.11322"
"2","-0.00030000000000000003","-0.00320289","0.00748341","0.00415808","-0.147959"
"0","-0.0004","-0.00158962","0.0064092","-0.00377188","-0.172249"
"1","-0.0005","-0.0048231","0.016968","-0.0140703","-0.148438"
"1","-0.0006000000000000001","-0.00448528","0.000917888","-0.00442747","-0.184311"
"0","-0.0007000000000000001","-0.00387545","0.0105299","-0.0192057","-0.177562"
"1","-0.0008000000000000001","-0.00836072","0.0140491","-0.0196779","-0.164612"
"1","-0.0009000000000000002","-0.00786254","0.00605834","-0.016837","-0.181659"
"2","-0.0010000000000000002","-0.00768334","0.00985513","-0.0228057","-0.167993"
"1","-0.0011000000000000003","-0.00846757","0.00718976","-0.0194882","-0.17282"
"0","-0.0012000000000000003","-0.00746505","0.00559727","-0.0202697","-0.177244"
"1","-0.0013000000000000004","-0.00776718","0.00852435","-0.0222777","-0.16959"
"0","-0.0014000000000000004","-0.00814534","0.00610201","-0.0198835","-0.175971"
"0","-0.0015000000000000005","-0.0077594","0.00696306","-0.0218936","-0.173657"
"1","-0.0016000000000000005","-0.00841873","0.00742713","-0.0216696","-0.172041"
"1","-0.0017000000000000006","-0.00830144","0.00601402","-0.0210804","-0.175455"
"1","-0.0018000000000000006","-0.00825633","0.0070673","-0.0223344","-0.172517"
"1","-0.0019000000000000006","-0.00855162","0.00658388","-0.0215934","-0.17376"
"1","-0.0020000000000000005","-0.00838574","0.0063952","-0.0219519","-0.174217"
"1","-0.0021000000000000003","-0.00856555","0.00691728","-0.0223092","-0.172673"
"1","-0.0022","-0.00863051","0.00631644","-0.0218614","-0.173992"
"0","-0.0023","-0.00856067","0.00650826","-0.0222856","-0.173362"
"0","-0.0024","-0.00866687","0.00653268","-0.0221625","-0.173197"
"2","-0.0024999999999999996","-0.00861804","0.00629284","-0.0220678","-0.17384"
"0","-0.0025999999999999994","-0.00862546","0.0065405","-0.0223027","-0.17321"
"2","-0.0026999999999999993","-0.00868334","0.0064132","-0.022137","-0.173499"
"1","-0.002799999999999999","-0.008581","0.00634896","-0.0222841","-0.173656"
"2","-0.002899999999999999","-0.00873526","0.00651762","-0.0223393","-0.173664"
"0","-0.0029999999999999988","-0.00858969","0.00665606","-0.0223499","-0.173322"
"1","-0.0030999999999999986","-0.0087414","0.00654743","-0.0222089","-0.174008"
"0","-0.0031999999999999984","-0.00864374","0.00659338","-0.0224135","-0.173224"
"1","-0.0032999999999999982","-0.00858683","0.00651853","-0.022137","-0.173414"
"1","-0.003399999999999998","-0.00853041","0.00656495","-0.0221437","-0.174121"
"2","-0.003499999999999998","-0.00875231","0.00710869","-0.0224622","-0.17373"
"2","-0.0035999999999999977","-0.00875561","0.00680596","-0.0222304","-0.1734"
"2","-0.0036999999999999976","-0.00850778","0.00643534","-0.022031","-0.173666"
"1","-0.0037999999999999974","-0.00853531","0.00675664","-0.0221726","-0.174048"
"1","-0.0038999999999999972","-0.00867091","0.00685022","-0.0223073","-0.17374"
"1","-0.0039999999999999975","-0.00854195","0.00672043","-0.0221853","-0.173199"
"0","-0.004099999999999998","-0.00858567","0.00668639","-0.022162","-0.17425"
"2","-0.004199999999999998","-0.00872241","0.00694397","-0.0223667","-0.173639"
"1","-0.004299999999999998","-0.00854729","0.00665403","-0.0222294","-0.173206"
"0","-0.0043999999999999985","-0.00858835","0.00674844","-0.0222538","-0.175333"
"0","-0.004499999999999999","-0.00875945","0.00712942","-0.0225564","-0.172675"
"1","-0.004599999999999999","-0.00859951","0.0066262","-0.0220947","-0.174042"
"1","-0.004699999999999999","-0.00852895","0.00680283","-0.02231","-0.174718"
"1","-0.0048","-0.00873673","0.00754759","-0.0226366","-0.173249"
"0","-0.0049","-0.00867047","0.00643654","-0.021861","-0.173609"
"1","-0.005","-0.00840856","0.006505","-0.0222459","-0.174772"
"1","-0.0051","-0.00864558","0.00707996","-0.0225061","-0.173291"
"1","-0.005200000000000001","-0.00847257","0.00663631","-0.022035","-0.173358"
"0","-0.005300000000000001","-0.00847268","0.00662044","-0.0220155","-0.17453"
"1","-0.005400000000000001","-0.00846394","0.00737404","-0.0226028","-0.173767"
"2","-0.005500000000000001","-0.00860202","0.00712176","-0.0221866","-0.173602"
"0","-0.005600000000000002","-0.0085792","0.00703661","-0.0222298","-0.174492"
"0","-0.005700000000000002","-0.00835234","0.00700588","-0.0223618","-0.173104"
"1","-0.005800000000000002","-0.00841365","0.00681895","-0.0220093","-0.174924"
"0","-0.0059000000000000025","-0.00835262","0.00722894","-0.0224575","-0.173878"
"1","-0.006000000000000003","-0.00866461","0.00745515","-0.0223065","-0.174002"
"1","-0.006100000000000003","-0.00846737","0.00697543","-0.0222071","-0.173943"
"1","-0.006200000000000003","-0.00834232","0.00673761","-0.0221314","-0.174"
"0","-0.0063000000000000035","-0.00841725","0.00691188","-0.0222115","-0.174627"
"1","-0.006400000000000004","-0.00846559","0.00742892","-0.0225097","-0.173472"
"0","-0.006500000000000004","-0.00855255","0.00707589","-0.0221132","-0.174255"
