"ACTION","REWARD","A0","A1","A2","V"
"2","-0.0002","0.0344912","0.0153368","0.0371355","0.00701313"
"1","-0.0004","0.053685","0.0268636","0.0694168","0.0104797"
"2","-0.0006000000000000001","0.0629332","0.0363004","0.0952422","0.0114143"
"1","-0.0008","0.0657066","0.0446783","0.114607","0.0106681"
"0","-0.001","0.0643116","0.0525337","0.128247","0.00891142"
"2","-0.0012000000000000001","0.0635667","0.0644468","0.137375","0.0132377"
"2","-0.0014000000000000002","0.0597391","0.0748749","0.143699","0.015245"
"1","-0.0016000000000000003","0.0543464","0.0841998","0.14766","0.0158856"
"0","-0.0018000000000000004","0.048352","0.0925993","0.149698","0.0157283"
"0","-0.0020000000000000005","0.0423481","0.100163","0.150242","0.0151277"
"0","-0.0022000000000000006","0.0366838","0.106942","0.149675","0.0142994"
"2","-0.0024000000000000007","0.0315491","0.112971","0.14832","0.0133694"
"1","-0.0026000000000000007","0.0270296","0.118287","0.146437","0.0124082"
"0","-0.002800000000000001","0.0231438","0.122935","0.14423","0.0114535"
"1","-0.003000000000000001","0.0198683","0.126965","0.141856","0.0105238"
"2","-0.003200000000000001","0.017155","0.130432","0.13943","0.00962766"
"1","-0.003400000000000001","0.0149432","0.133396","0.137034","0.00876877"
"0","-0.003600000000000001","0.0131673","0.135915","0.134727","0.00794868"
"2","-0.0038000000000000013","0.0117621","0.138045","0.132547","0.00716836"
"0","-0.004000000000000001","0.0106664","0.139839","0.130517","0.00642925"
"1","-0.004200000000000001","0.00982441","0.141345","0.128649","0.00573211"
"2","-0.0044","0.00918715","0.142607","0.126947","0.00507838"
"1","-0.0046","0.00871243","0.143662","0.12541","0.00446917"
"0","-0.0048","0.00836465","0.144544","0.124032","0.00390504"
"2","-0.004999999999999999","0.00811419","0.14528","0.122804","0.0033863"
"2","-0.005199999999999999","0.0079374","0.145894","0.121718","0.00291271"
"1","-0.0053999999999999986","0.00781491","0.146406","0.12076","0.00248323"
"2","-0.005599999999999998","0.0077318","0.146833","0.119921","0.00209658"
"1","-0.005799999999999998","0.00767636","0.14719","0.11919","0.00175074"
"2","-0.0059999999999999975","0.00945583","0.146728","0.118663","0.0013861"
"0","-0.006199999999999997","0.0106513","0.146462","0.118415","0.00103237"
"1","-0.006399999999999997","0.0114488","0.146318","0.118332","0.00075186"
"1","-0.0065999999999999965","0.0119684","0.146245","0.118324","0.000534751"
"2","-0.006799999999999996","0.0122924","0.146213","0.118337","0.000366889"
"0","-0.006999999999999996","0.0106624","0.146964","0.118233","0.00029318"
"1","-0.0071999999999999955","0.00953329","0.147485","0.117919","0.000272468"
"1","-0.007399999999999995","0.00874498","0.147851","0.117494","0.000231527"
"2","-0.007599999999999995","0.00819677","0.148115","0.117042","0.000173017"
"1","-0.0077999999999999944","0.00782142","0.148312","0.116613","0.000105031"
"1","-0.007999999999999995","0.00554883","0.151842","0.114239","0.00166319"
"0","-0.008199999999999995","0.00491424","0.151387","0.113694","-0.00260476"
"1","-0.008399999999999996","0.00592555","0.157275","0.110677","-0.0038401"
"0","-0.008599999999999997","0.00265984","0.154091","0.114125","-0.00262915"
"0","-0.008799999999999997","0.000468351","0.151196","0.116474","-0.00144339"
"0","-0.008999999999999998","-0.0010282","0.148682","0.118165","-0.000363715"
"0","-0.009199999999999998","-0.00204071","0.146565","0.119465","0.000583455"
"0","-0.009399999999999999","-0.00271735","0.14482","0.120528","0.00139"
"1","-0.0096","-0.00316168","0.143403","0.121442","0.00206055"
"0","-0.0098","-0.00344575","0.142268","0.122255","0.00260647"
"1","-0.01","0.00130463","0.144096","0.122065","0.00163684"
"1","-0.0102","0.00457359","0.145475","0.121878","0.000575587"
"0","-0.010400000000000001","0.00681903","0.142974","0.118277","-0.00123617"
"1","-0.010600000000000002","0.00529469","0.1475","0.116319","0.000902489"
"0","-0.010800000000000002","0.00426058","0.151172","0.115536","0.00245497"
"2","-0.011000000000000003","0.00437348","0.150827","0.115935","-0.00189877"
"0","-0.011200000000000003","0.0045485","0.150609","0.11564","-0.00517674"
"1","-0.011400000000000004","0.00392136","0.153753","0.114353","-0.00221728"
"1","-0.011600000000000004","0.00344157","0.156511","0.113379","0.00036034"
"0","-0.011800000000000005","0.00385966","0.155307","0.113369","-0.00296731"
"0","-0.012000000000000005","0.00535063","0.160574","0.11066","-0.00369149"
"1","-0.012200000000000006","0.00631257","0.164789","0.108419","-0.00415086"
"1","-0.012400000000000007","0.0120887","0.169581","0.105807","-0.00367922"
"1","-0.012600000000000007","0.00736393","0.164178","0.110227","-0.00264404"
"1","-0.012800000000000008","0.00901416","0.162158","0.11239","-0.00292476"
"1","-0.013000000000000008","0.010047","0.156658","0.110347","-0.00405084"
"0","-0.013200000000000009","0.0084704","0.155312","0.11014","-0.00676239"
"1","-0.013400000000000009","0.00620074","0.153631","0.111292","-0.00869418"
"0","-0.01360000000000001","0.00866728","0.15912","0.111987","-0.00854259"
"2","-0.01380000000000001","0.010518","0.163444","0.112526","-0.00850683"
"2","-0.01400000000000001","0.0119638","0.166871","0.112908","-0.00846957"
"2","-0.014200000000000011","0.00918277","0.16276","0.113293","-0.00993386"
"2","-0.014400000000000012","0.00859421","0.164657","0.109877","-0.00611941"
"2","-0.014600000000000012","0.00918143","0.157511","0.109831","-0.00724686"
"0","-0.014800000000000013","0.00987931","0.157954","0.112271","-0.00660974"
"0","-0.015000000000000013","0.00616423","0.153709","0.114962","-0.00501774"
"1","-0.015200000000000014","0.00341798","0.150021","0.11693","-0.00371832"
"0","-0.015400000000000014","0.00142525","0.146928","0.118461","-0.00266302"
"2","-0.015600000000000015","0.00399309","0.148496","0.118519","-0.00310686"
"1","-0.015800000000000015","0.00571494","0.1497","0.118569","-0.0036521"
"2","-0.016000000000000014","0.00282441","0.146517","0.119811","-0.0029227"
"0","-0.016200000000000013","0.000765875","0.143969","0.120888","-0.00223608"
"1","-0.016400000000000012","-0.000658497","0.141966","0.121839","-0.00161785"
"0","-0.01660000000000001","0.00237463","0.144508","0.121483","-0.00237307"
"2","-0.01680000000000001","0.00528861","0.144844","0.121148","-0.00220054"
"1","-0.017000000000000008","0.00712529","0.145354","0.121187","-0.00219476"
"0","-0.017200000000000007","0.00400557","0.141937","0.122425","-0.00122199"
"0","-0.017400000000000006","0.00596368","0.143187","0.122606","-0.00128747"
"0","-0.017600000000000005","0.00721228","0.144282","0.122803","-0.00137863"
"0","-0.017800000000000003","0.00712676","0.146897","0.123017","-0.00241166"
"2","-0.018000000000000002","0.00705995","0.148745","0.122845","-0.00322956"
"2","-0.0182","0.00697401","0.150066","0.122442","-0.00393418"
"1","-0.0184","0.00288989","0.146922","0.12313","-0.00325146"
"0","-0.0186","7.78735e-05","0.144371","0.123623","-0.00254921"
"0","-0.018799999999999997","-0.00178558","0.142344","0.124006","-0.00188868"
"0","-0.018999999999999996","-0.00281274","0.141067","0.124223","-0.00125639"
"0","-0.019199999999999995","-0.00339711","0.140092","0.124482","-0.000662684"
"1","-0.019399999999999994","-0.00367173","0.139357","0.124776","-0.000136226"
"0","-0.019599999999999992","-0.00373637","0.138811","0.125095","0.000312157"
"0","-0.01979999999999999","0.000526242","0.14221","0.124783","-0.00153305"
"2","-0.01999999999999999","0.0034559","0.144893","0.124287","-0.00329049"
"2","-0.02019999999999999","0.00541955","0.146992","0.123689","-0.0048881"
"2","-0.020399999999999988","0.00251167","0.144833","0.123706","-0.00407994"
"1","-0.020599999999999986","0.00603911","0.151938","0.122339","-0.00516717"
