"ACTION","REWARD","A0","A1","A2","V"
"0","-0.0001","-0.0390816","-0.00879273","0.0380959","-0.0889163"
"2","-0.0002","-0.00905668","-0.0336585","0.0310185","-0.0978577"
"2","-0.00030000000000000003","-0.0303736","-0.018174","0.0324898","-0.200255"
"2","-0.0004","-0.0238598","-0.0119518","0.0188378","-0.129994"
"0","-0.0005","-0.0342728","-0.021577","0.0429619","-0.203025"
"2","-0.0006000000000000001","-0.0211031","-0.0226775","0.026553","-0.215348"
"0","-0.0007000000000000001","-0.0364423","-0.0106016","0.0396608","-0.171829"
"0","-0.0008000000000000001","-0.0260828","-0.021992","0.0424208","-0.247953"
"1","-0.0009000000000000002","-0.0302282","-0.00380328","0.0284471","-0.177761"
"2","-0.0010000000000000002","-0.0324387","-0.0161735","0.0477705","-0.212326"
"1","-0.0011000000000000003","-0.0269402","-0.0146981","0.0357987","-0.229227"
"1","-0.0012000000000000003","-0.0320388","-0.00659415","0.0365367","-0.176164"
"1","-0.0013000000000000004","-0.0304455","-0.0189805","0.0463207","-0.241744"
"2","-0.0014000000000000004","-0.0283255","-0.00784783","0.0309396","-0.193427"
"1","-0.0015000000000000005","-0.0334916","-0.0126125","0.0450414","-0.206849"
"1","-0.0016000000000000005","-0.027849","-0.01499","0.0378076","-0.231771"
"0","-0.0017000000000000006","-0.0318676","-0.00616684","0.0356396","-0.182295"
"0","-0.0018000000000000006","-0.0311475","-0.016705","0.0456133","-0.233844"
"1","-0.0019000000000000006","-0.0286439","-0.00859541","0.0326185","-0.202216"
"0","-0.0020000000000000005","-0.0331993","-0.0108376","0.0429353","-0.202204"
"1","-0.0021000000000000003","-0.028789","-0.0148786","0.0394188","-0.231508"
"2","-0.0022","-0.0312998","-0.0067141","0.0351001","-0.18758"
"0","-0.0023","-0.0316761","-0.0152351","0.0447428","-0.22653"
"2","-0.0024","-0.0288653","-0.00997444","0.0341876","-0.208646"
"0","-0.0024999999999999996","-0.0327855","-0.00999125","0.0410707","-0.199558"
"1","-0.0025999999999999994","-0.0295354","-0.0148058","0.0404391","-0.2297"
"2","-0.0026999999999999993","-0.0308215","-0.00756196","0.0350049","-0.192842"
"1","-0.002799999999999999","-0.0319119","-0.0139942","0.0437161","-0.220349"
"0","-0.002899999999999999","-0.0291068","-0.0110302","0.03563","-0.213062"
"0","-0.0029999999999999988","-0.0323268","-0.00955372","0.0397092","-0.198608"
"2","-0.0030999999999999986","-0.0300238","-0.0150956","0.041262","-0.227094"
"0","-0.0031999999999999984","-0.0304049","-0.00880945","0.0352429","-0.198457"
"0","-0.0032999999999999982","-0.0318038","-0.0126967","0.0422986","-0.215978"
"1","-0.003399999999999998","-0.0293517","-0.0113925","0.0367285","-0.215949"
"2","-0.003499999999999998","-0.0316956","-0.00912167","0.0386916","-0.199729"
"0","-0.0035999999999999977","-0.0305818","-0.0140196","0.0413802","-0.223524"
"2","-0.0036999999999999976","-0.0301294","-0.00909413","0.035752","-0.20358"
"1","-0.0037999999999999974","-0.031729","-0.0122564","0.0419971","-0.210959"
"2","-0.0038999999999999972","-0.029452","-0.0122177","0.038306","-0.219082"
"1","-0.0039999999999999975","-0.031407","-0.00852409","0.0376688","-0.20068"
"0","-0.004099999999999998","-0.0307187","-0.0136536","0.0419589","-0.219665"
"2","-0.004199999999999998","-0.0298976","-0.00948196","0.0362644","-0.209216"
"2","-0.004299999999999998","-0.031701","-0.010695","0.0405496","-0.206713"
"1","-0.0043999999999999985","-0.0297212","-0.01306","0.0398938","-0.219853"
"1","-0.004499999999999999","-0.0303229","-0.00890933","0.0371038","-0.202861"
"2","-0.004599999999999999","-0.0311528","-0.0123691","0.0417182","-0.216613"
"0","-0.004699999999999999","-0.0294691","-0.0101554","0.0369642","-0.212195"
"0","-0.0048","-0.0313645","-0.010235","0.0400083","-0.204948"
"0","-0.0049","-0.0298483","-0.0125356","0.0401105","-0.220413"
"2","-0.005","-0.0303826","-0.0091567","0.0372769","-0.20389"
"0","-0.0051","-0.0310658","-0.0117855","0.0412668","-0.21443"
"2","-0.005200000000000001","-0.0294981","-0.0107285","0.0375539","-0.213453"
"0","-0.005300000000000001","-0.0310951","-0.0097619","0.0390745","-0.205089"
"0","-0.005400000000000001","-0.0302743","-0.0119093","0.0400979","-0.218921"
"2","-0.005500000000000001","-0.0302229","-0.00920214","0.0372916","-0.205254"
"0","-0.005600000000000002","-0.0310205","-0.0111886","0.0408476","-0.212758"
"0","-0.005700000000000002","-0.0297593","-0.0109324","0.0381576","-0.213774"
"1","-0.005800000000000002","-0.0309547","-0.00989224","0.0389324","-0.205106"
"0","-0.0059000000000000025","-0.0303152","-0.0121555","0.0403902","-0.217469"
"0","-0.006000000000000003","-0.0301439","-0.00962493","0.0375339","-0.207182"
"1","-0.006100000000000003","-0.0306636","-0.0113893","0.0405264","-0.211478"
"2","-0.006200000000000003","-0.029839","-0.0108319","0.0383875","-0.215234"
