"ACTION","REWARD","A0","A1","A2","V"
"0","-0.0002","-0.00991452","0.0262214","-0.02516","0.0275661"
"2","-0.0004","-0.0206702","0.000474156","0.00977453","0.0221381"
"0","-0.0006000000000000001","-0.011176","0.0172363","-0.0151398","0.0261611"
"2","-0.0008","-0.0193401","0.00985621","-0.00371322","0.030525"
"1","-0.001","-0.0136845","0.00601941","-0.00300218","0.0233204"
"0","-0.0012000000000000001","-0.0149645","0.00827754","-0.00502888","0.0250221"
"1","-0.0014000000000000002","-0.0154983","0.00123712","0.00249971","0.0213294"
"0","-0.0016000000000000003","0.00994044","0.0023594","-0.0174969","0.0178169"
"2","-0.0018000000000000004","-0.0150332","0.00965722","-0.00569074","0.0219454"
"2","-0.0020000000000000005","-0.00124057","-5.97332e-05","-0.0046458","0.0231791"
"1","-0.0022000000000000006","-0.00689591","0.00768155","-0.00929182","0.0147656"
"0","-0.0024000000000000007","-0.00863325","0.000794033","-0.00111548","0.0175134"
"1","-0.0026000000000000007","-0.00499077","0.00548155","-0.00927009","0.0131175"
"1","-0.002800000000000001","-0.00887671","0.00466887","-0.00617011","0.0162916"
"2","-0.003000000000000001","-0.00666461","0.00381099","-0.0066829","0.0150576"
"2","-0.003200000000000001","-0.00755371","0.005121","-0.00753713","0.0151426"
"2","-0.003400000000000001","-0.00731691","0.00386315","-0.00636007","0.0150211"
"2","-0.003600000000000001","-0.00716679","0.00455975","-0.00717081","0.0144559"
"1","-0.0038000000000000013","-0.00736683","0.00427103","-0.00685493","0.0147449"
"1","-0.004000000000000001","-0.00724072","0.00424667","-0.0070127","0.0143136"
"1","-0.004200000000000001","-0.00736241","0.00434361","-0.00715037","0.0145247"
"1","-0.0044","-0.00412913","0.00124861","-0.00747753","0.0165895"
"1","-0.0046","-0.00734731","0.00369352","-0.00797399","0.015108"
"2","-0.0048","-0.00624797","0.00236803","-0.00761763","0.0185913"
"0","-0.004999999999999999","-0.00657612","0.00239138","-0.00730625","0.0164382"
"1","-0.005199999999999999","-0.00643854","0.00235003","-0.00732485","0.017917"
"1","-0.0053999999999999986","-0.00637234","0.00206298","-0.00703834","0.0172584"
"1","-0.005599999999999998","-0.00640753","0.00228146","-0.00722747","0.0175558"
"1","-0.005799999999999998","-0.00645828","0.0022604","-0.0071547","0.0177716"
"2","-0.0059999999999999975","-0.00646513","0.00229559","-0.00713552","0.0177413"
"1","-0.006199999999999997","-0.0064996","0.00238756","-0.00717077","0.0179299"
"1","-0.006399999999999997","-0.00973988","0.00482895","-0.00634204","0.0156669"
"2","-0.0065999999999999965","-0.00727855","0.00334619","-0.00646066","0.016702"
"0","-0.006799999999999996","-0.00823413","0.00376397","-0.00607417","0.0128613"
"0","-0.006999999999999996","-0.00728477","0.0038769","-0.00734064","0.0140617"
"0","-0.0071999999999999955","-0.00836516","0.00432114","-0.00730459","0.013578"
"1","-0.007399999999999995","-0.00776751","0.00396482","-0.0075577","0.0138418"
"2","-0.007599999999999995","-0.00812201","0.00421164","-0.00765112","0.0133309"
"1","-0.0077999999999999944","-0.00836016","0.00407964","-0.00724041","0.0129861"
"1","-0.007999999999999995","-0.0077928","0.00399284","-0.00770557","0.0121407"
"1","-0.008199999999999995","-0.0082419","0.00425226","-0.00782605","0.0122122"
"2","-0.008399999999999996","-0.00841459","0.0037973","-0.0072409","0.0121894"
"2","-0.008599999999999997","-0.00772904","0.00342092","-0.0078317","0.0109517"
"0","-0.008799999999999997","-0.0084564","0.00437047","-0.00840166","0.0112222"
"0","-0.008999999999999998","-0.00819608","0.00399401","-0.0080532","0.0118158"
"2","-0.009199999999999998","-0.00814884","0.00413429","-0.00809984","0.0116607"
"0","-0.009399999999999999","-0.0115812","0.00302092","-0.00363417","0.00722064"
"0","-0.0096","-0.00287059","0.00432415","-0.0133215","0.0111526"
"1","-0.0098","-0.0121939","0.00400792","-0.00582035","0.00917955"
"0","-0.01","-0.00663026","0.00324621","-0.00876934","0.0137211"
"1","-0.0102","-0.00909691","0.00429786","-0.00808597","0.00980897"
"1","-0.010400000000000001","-0.00793684","0.00281434","-0.00720087","0.0112871"
"0","-0.010600000000000002","-0.00961023","0.00467203","-0.00743364","0.00972257"
"0","-0.010800000000000002","-0.0078625","0.00254798","-0.00707565","0.00983368"
"0","-0.011000000000000003","-0.00881444","0.00430898","-0.00871519","0.00814123"
"1","-0.011200000000000003","-0.00919155","0.00382749","-0.00820999","0.00999156"
"0","-0.011400000000000004","-0.00893261","0.00383531","-0.0084107","0.00874493"
"2","-0.011600000000000004","-0.0081854","0.00304551","-0.00833048","0.00943349"
