"ACTION","REWARD","A0","A1","A2","V"
"0","-0.0002","0.00469052","-0.0088054","0.00559875","-0.0260003"
"1","-0.0004","0.00671859","-0.0135998","0.00921568","-0.0420217"
"0","-0.0006000000000000001","0.00737407","-0.0158718","0.0112902","-0.0520127"
"2","-0.0008","0.00741804","-0.0168291","0.0124438","-0.0582924"
"2","-0.001","0.0072317","-0.017133","0.0130511","-0.062294"
"1","-0.0012000000000000001","0.0067392","-0.0173909","0.0132878","-0.0646526"
"2","-0.0014000000000000002","0.00617034","-0.0176628","0.0130304","-0.0673858"
"2","-0.0016000000000000003","0.00564162","-0.0177169","0.0127374","-0.0690888"
"2","-0.0018000000000000004","0.00520139","-0.0176929","0.0124538","-0.07019"
"0","-0.0020000000000000005","0.00485466","-0.0176559","0.0121984","-0.0709332"
"1","-0.0022000000000000006","0.00511677","-0.0173693","0.012187","-0.0725779"
"2","-0.0024000000000000007","0.0052498","-0.0171057","0.0121511","-0.0735435"
"2","-0.0026000000000000007","0.00533578","-0.0169049","0.0121171","-0.0741165"
"1","-0.002800000000000001","0.00540899","-0.0167705","0.0120949","-0.074465"
"2","-0.003000000000000001","0.00548087","-0.0166917","0.0120871","-0.074686"
"2","-0.003200000000000001","0.00555308","-0.016654","0.0120924","-0.0748343"
"0","-0.003400000000000001","0.00562385","-0.0166437","0.0121086","-0.0749405"
"0","-0.003600000000000001","0.00569089","-0.0166501","0.012133","-0.0750212"
"2","-0.0038000000000000013","0.00575243","-0.0166651","0.0121631","-0.0750853"
"1","-0.004000000000000001","0.00580747","-0.0166836","0.012197","-0.0751378"
"2","-0.004200000000000001","0.00595554","-0.0166974","0.0122695","-0.075147"
"1","-0.0044","0.00607075","-0.0167209","0.01232","-0.0751676"
"1","-0.0046","0.00615699","-0.0167453","0.0123555","-0.0751925"
"0","-0.0048","0.00621984","-0.0167669","0.0123812","-0.0752172"
"2","-0.004999999999999999","0.00626475","-0.0167846","0.0124006","-0.0752395"
"1","-0.005199999999999999","0.00629642","-0.0167987","0.012416","-0.0752583"
"1","-0.0053999999999999986","0.00631857","-0.0168097","0.0124287","-0.0752734"
"0","-0.005599999999999998","0.00633399","-0.0168182","0.0124396","-0.0752851"
"0","-0.005799999999999998","0.00634471","-0.0168249","0.0124493","-0.0752937"
"2","-0.0059999999999999975","0.00635217","-0.0168302","0.0124582","-0.0752999"
"1","-0.006199999999999997","0.00625755","-0.0168394","0.0124295","-0.0753385"
"2","-0.006399999999999997","0.00618621","-0.0168299","0.0125577","-0.0753534"
"0","-0.0065999999999999965","0.00616106","-0.016781","0.0125783","-0.0752493"
"1","-0.006799999999999996","0.00612858","-0.0167962","0.0126876","-0.0752968"
"0","-0.006999999999999996","0.0061076","-0.0168179","0.0127693","-0.075315"
"2","-0.0071999999999999955","0.00606995","-0.0168617","0.0128167","-0.0751863"
"2","-0.007399999999999995","0.00604936","-0.0168858","0.0128586","-0.0751259"
"1","-0.007599999999999995","0.00600748","-0.0170042","0.0130051","-0.0751494"
"1","-0.0077999999999999944","0.00612714","-0.0170969","0.0130642","-0.0752398"
"0","-0.007999999999999995","0.00606777","-0.017152","0.0131596","-0.0752332"
"1","-0.008199999999999995","0.00607122","-0.0170987","0.0131212","-0.0751869"
"1","-0.008399999999999996","0.00606955","-0.0170538","0.0130988","-0.0751626"
