"ACTION","REWARD","A0","A1","A2","V"
"2","-0.0001","0.0881742","-0.0508828","-0.0238547","-0.0615278"
"1","-0.0002","0.0390067","-0.0771018","0.0399743","-0.16644"
"1","-0.00030000000000000003","0.00756275","-0.00183864","0.00246505","-0.150222"
"2","-0.0004","0.0128472","-0.00929598","0.00288105","-0.167248"
"1","-0.0005","0.00909523","-0.0012715","-0.00304985","-0.159009"
"1","-0.0006000000000000001","0.0100181","-0.00453695","-0.00302294","-0.170733"
"0","-0.0007000000000000001","0.00723712","-0.002686","-0.0053302","-0.164198"
"2","-0.0008000000000000001","0.00759379","-0.00532269","-0.00602894","-0.173616"
"2","-0.0009000000000000002","0.005232","-0.00585811","-0.00659083","-0.169066"
"1","-0.0010000000000000002","0.00523715","-0.00710143","-0.00756962","-0.176857"
"1","-0.0011000000000000003","0.00346304","-0.00728402","-0.00808036","-0.172197"
"2","-0.0012000000000000003","0.00377896","-0.00809908","-0.00885257","-0.178436"
"0","-0.0013000000000000004","0.0025241","-0.00810693","-0.00914796","-0.173869"
"0","-0.0014000000000000004","0.00303322","-0.00874282","-0.00966095","-0.179061"
"0","-0.0015000000000000005","0.00208488","-0.00869966","-0.00978674","-0.174841"
"2","-0.0016000000000000005","0.00263593","-0.00923459","-0.0101389","-0.17929"
"0","-0.0017000000000000006","0.00186472","-0.00917951","-0.010181","-0.175495"
"2","-0.0018000000000000006","0.00238632","-0.00964422","-0.0104543","-0.179367"
"2","-0.0019000000000000006","0.00172235","-0.00957237","-0.0104691","-0.175974"
"2","-0.0020000000000000005","0.00220151","-0.00995514","-0.0106818","-0.179345"
"0","-0.0021000000000000003","0.0016375","-0.00987204","-0.0106682","-0.176334"
"1","-0.0022","0.00207254","-0.0101782","-0.0108356","-0.179278"
"2","-0.0023","0.00158975","-0.0100778","-0.0108064","-0.176604"
"0","-0.0024","0.00198571","-0.0103254","-0.0109377","-0.179179"
"0","-0.0024999999999999996","0.00157097","-0.0102187","-0.010898","-0.176809"
"2","-0.0025999999999999994","0.00192787","-0.0104223","-0.0110018","-0.179066"
"2","-0.0026999999999999993","0.00156865","-0.0103167","-0.0109572","-0.176971"
"2","-0.002799999999999999","0.00188602","-0.010571","-0.0109012","-0.178911"
"1","-0.002899999999999999","0.00160793","-0.0104842","-0.0108235","-0.177151"
"2","-0.0029999999999999988","0.00185314","-0.0105444","-0.0109221","-0.178894"
"0","-0.0030999999999999986","0.00162426","-0.0105004","-0.0108276","-0.177211"
"1","-0.0031999999999999984","0.00186391","-0.010549","-0.0109248","-0.178846"
"0","-0.0032999999999999982","0.00164006","-0.0104276","-0.010918","-0.177236"
"1","-0.003399999999999998","0.00192457","-0.0106465","-0.0108763","-0.178729"
"2","-0.003499999999999998","0.00169116","-0.0105356","-0.0108233","-0.1774"
"0","-0.0035999999999999977","0.00188899","-0.0105776","-0.010859","-0.178762"
"2","-0.0036999999999999976","0.00169933","-0.0104646","-0.010847","-0.177369"
"1","-0.0037999999999999974","0.00192733","-0.0106212","-0.0108436","-0.178653"
"0","-0.0038999999999999972","0.00169638","-0.0104394","-0.0108823","-0.177491"
"2","-0.0039999999999999975","0.00190869","-0.0106062","-0.0108582","-0.178517"
"1","-0.004099999999999998","0.00174797","-0.0105423","-0.0108169","-0.177589"
"1","-0.004199999999999998","0.00186517","-0.0105205","-0.0109138","-0.178494"
"2","-0.004299999999999998","0.00170086","-0.010556","-0.0107117","-0.177583"
"2","-0.0043999999999999985","0.0018013","-0.0104923","-0.0107177","-0.178564"
"2","-0.004499999999999999","0.00181562","-0.0105916","-0.0106574","-0.17751"
"2","-0.004599999999999999","0.00192565","-0.0105627","-0.0106742","-0.178846"
"2","-0.004699999999999999","0.00170371","-0.010434","-0.0106296","-0.177328"
"2","-0.0048","0.00195523","-0.0105518","-0.0106781","-0.178812"
"1","-0.0049","0.00175589","-0.0105296","-0.010497","-0.177326"
"0","-0.005","0.00195876","-0.0105353","-0.0105566","-0.178918"
"1","-0.0051","0.0017977","-0.0105078","-0.0104636","-0.17729"
"1","-0.005200000000000001","0.00204276","-0.0106387","-0.010443","-0.178898"
"1","-0.005300000000000001","0.00176363","-0.0103499","-0.0105776","-0.177534"
"2","-0.005400000000000001","0.00202234","-0.0104715","-0.0106289","-0.178811"
"2","-0.005500000000000001","0.00178377","-0.0104181","-0.0105488","-0.177352"
"1","-0.005600000000000002","0.00203427","-0.010665","-0.0105069","-0.178738"
"0","-0.005700000000000002","0.00175492","-0.0103933","-0.0105865","-0.177653"
"1","-0.005800000000000002","0.0019666","-0.0105053","-0.0105903","-0.178525"
"2","-0.0059000000000000025","0.00186102","-0.0105313","-0.0105119","-0.177692"
"1","-0.006000000000000003","0.00201083","-0.010579","-0.0105187","-0.178518"
"2","-0.006100000000000003","0.00182651","-0.010467","-0.0104884","-0.177825"
"0","-0.006200000000000003","0.00199751","-0.0105211","-0.0105246","-0.1784"
"1","-0.0063000000000000035","0.00185847","-0.0104683","-0.0104743","-0.177914"
"0","-0.006400000000000004","0.00196167","-0.0105011","-0.0105176","-0.178339"
"1","-0.006500000000000004","0.00192605","-0.01052","-0.0104656","-0.177919"
"2","-0.006600000000000004","0.00196756","-0.0104883","-0.0104741","-0.178362"
"0","-0.0067000000000000046","0.0018435","-0.0104246","-0.0104045","-0.178073"
"1","-0.006800000000000005","0.00200257","-0.0103693","-0.010549","-0.178109"
"1","-0.006900000000000005","0.00199365","-0.0105243","-0.0104034","-0.178077"
"0","-0.007000000000000005","0.00191146","-0.010419","-0.0103891","-0.178346"
"1","-0.007100000000000006","0.00199486","-0.0103618","-0.0104967","-0.178006"
"0","-0.007200000000000006","0.00207435","-0.010551","-0.0103539","-0.178181"
"0","-0.007300000000000006","0.00196056","-0.0103744","-0.0103351","-0.178236"
"1","-0.007400000000000006","0.00201348","-0.0103358","-0.0103653","-0.178085"
"2","-0.007500000000000007","0.00205975","-0.0103771","-0.0103276","-0.178192"
"1","-0.007600000000000007","0.00211658","-0.0103933","-0.0103454","-0.177939"
"1","-0.007700000000000007","0.00207768","-0.0103936","-0.0102824","-0.178413"
"0","-0.0078000000000000074","0.00201078","-0.0103375","-0.0104372","-0.177977"
"0","-0.007900000000000008","0.00201704","-0.0103797","-0.0104802","-0.178373"
"2","-0.008000000000000007","0.00194424","-0.0103658","-0.0105165","-0.177945"
"0","-0.008100000000000007","0.00199765","-0.010444","-0.0105288","-0.178332"
"0","-0.008200000000000006","0.0019973","-0.0104323","-0.0104425","-0.177797"
"0","-0.008300000000000005","0.00212034","-0.0105345","-0.0103679","-0.178372"
"1","-0.008400000000000005","0.00202511","-0.0104334","-0.0103448","-0.177958"
"0","-0.008500000000000004","0.0021017","-0.0104252","-0.0103579","-0.178373"
"0","-0.008600000000000003","0.00197404","-0.0103774","-0.0104288","-0.178176"
"1","-0.008700000000000003","0.00196519","-0.0103231","-0.010528","-0.1783"
"2","-0.008800000000000002","0.00195304","-0.0103778","-0.0105355","-0.178073"
"1","-0.008900000000000002","0.00199946","-0.0103644","-0.0105588","-0.178301"
"0","-0.009000000000000001","0.00201122","-0.0104857","-0.0104809","-0.17791"
